id,company_name,industry,country,employee_count,annual_revenue_million,profit_margin_percent,founded_year,customer_count,market_rating,created_date,region
998,RetailHub_998,Retail,Germany,1380,502.22,27.23,2015,1286,2.1,24-07-2024,Europe
999,BuildWorks_999,Manufacturing,Canada,4211,445.62,17,2017,27493,4.2,15-03-2024,North America
1000,MediCorp_1000,Healthcare,USA,4751,351.74,38.58,2019,69114,3,23-10-2024,North America
1001,FinTrust_1001,Finance,India,2215,177.62,20.55,1991,66832,1.6,22-05-2024,Asia
1002,TechNova_1002,Technology,Germany,4438,281.47,16.66,2009,83951,4.2,14-01-2026,Europe
1003,RetailHub_1003,Retail,Canada,3019,259.14,20.76,2014,18967,1.5,03-04-2025,North America
1004,BuildWorks_1004,Manufacturing,USA,3029,812.48,32.95,1998,41448,4.3,08-12-2025,North America
1005,MediCorp_1005,Healthcare,India,2392,433.09,34.86,2018,67503,1.9,15-07-2024,Asia
1006,FinTrust_1006,Finance,Germany,2726,589.87,26.62,1996,28274,0.9,17-06-2024,Europe
1007,TechNova_1007,Technology,Canada,2740,333.15,9.11,2007,94515,2,20-01-2026,North America
1008,RetailHub_1008,Retail,USA,2582,1031.29,23.04,2013,66969,1.3,30-04-2025,North America
1009,BuildWorks_1009,Manufacturing,India,4300,404.84,6.64,2000,76941,2.6,07-05-2025,Asia
1010,MediCorp_1010,Healthcare,Germany,2177,182.62,21.54,1998,30037,2.4,31-03-2024,Europe
1011,FinTrust_1011,Finance,Canada,293,125.52,5.92,2018,28279,3.8,28-10-2024,North America
1012,TechNova_1012,Technology,USA,4293,92.39,25.2,1994,87359,1.4,11-07-2025,North America
1013,RetailHub_1013,Retail,India,4615,910.63,41.42,2000,21094,4.5,24-02-2026,Asia
1014,BuildWorks_1014,Manufacturing,Germany,1249,62.32,44.85,2001,77099,4.8,20-03-2025,Europe
1015,MediCorp_1015,Healthcare,Canada,843,675.66,15.33,2013,93009,0.8,10-02-2024,North America
1016,FinTrust_1016,Finance,USA,722,301.52,27.14,2001,99162,3.6,07-04-2024,North America
1017,TechNova_1017,Technology,India,4808,455.44,22.94,2004,89257,1,12-06-2024,Asia
1018,RetailHub_1018,Retail,Germany,835,481.53,41.35,2011,68226,2.7,23-12-2024,Europe
1019,BuildWorks_1019,Manufacturing,Canada,2318,977.52,6.48,2017,28198,0.2,20-10-2025,North America
1020,MediCorp_1020,Healthcare,USA,1083,299.81,43.77,2016,30052,4.9,02-09-2024,North America
1021,FinTrust_1021,Finance,India,1885,1017.47,36.62,2000,22743,1.5,05-11-2024,Asia
1022,TechNova_1022,Technology,Germany,2499,166.9,35.79,2012,47479,1.9,23-12-2025,Europe
1023,RetailHub_1023,Retail,Canada,4951,715.57,10.56,1996,30011,4.4,22-11-2024,North America
1024,BuildWorks_1024,Manufacturing,USA,1251,313.46,33.69,1993,18251,1.5,03-01-2024,North America
1025,MediCorp_1025,Healthcare,India,4319,977.61,35.06,2013,70677,0,25-05-2024,Asia
1026,FinTrust_1026,Finance,Germany,2094,318.94,24.9,2004,65957,4,13-03-2024,Europe
1027,TechNova_1027,Technology,Canada,3047,818.6,24.42,2002,7602,0.8,06-11-2025,North America
1028,RetailHub_1028,Retail,USA,2536,974.49,30.55,2010,94710,0.7,18-11-2025,North America
1029,BuildWorks_1029,Manufacturing,India,473,82.7,26.6,2012,49679,2.3,28-07-2024,Asia
1030,MediCorp_1030,Healthcare,Germany,3456,410.73,15.01,2004,53735,4.3,24-03-2024,Europe
1031,FinTrust_1031,Finance,Canada,2407,103.14,31.37,2016,18592,0.5,07-02-2026,North America
1032,TechNova_1032,Technology,USA,2433,440.37,29.2,1994,7585,3,23-11-2025,North America
1033,RetailHub_1033,Retail,India,4967,602.38,21.13,2000,23337,0.9,27-01-2024,Asia
1034,BuildWorks_1034,Manufacturing,Germany,3059,627.02,13.09,2003,8206,0.1,19-09-2025,Europe
1035,MediCorp_1035,Healthcare,Canada,4823,187.46,32.08,1997,90901,0.3,02-08-2025,North America
1036,FinTrust_1036,Finance,USA,2109,573.1,38.76,2000,72095,0.4,28-12-2025,North America
1037,TechNova_1037,Technology,India,505,1038.21,26.3,2013,70858,2.8,29-01-2026,Asia
1038,RetailHub_1038,Retail,Germany,4294,478.07,33.53,1990,52416,3,04-08-2024,Europe
1039,BuildWorks_1039,Manufacturing,Canada,3270,944.13,21.37,2011,70458,4,17-07-2024,North America
1040,MediCorp_1040,Healthcare,USA,1189,135.6,6.89,1994,43305,3.8,03-03-2025,North America
1041,FinTrust_1041,Finance,India,3617,552.4,17.14,1997,62695,3.8,18-02-2025,Asia
1042,TechNova_1042,Technology,Germany,4129,243.07,26.71,2014,2686,4,10-06-2025,Europe
1043,RetailHub_1043,Retail,Canada,4775,786.23,7.54,2003,24355,4.5,30-11-2025,North America
1044,BuildWorks_1044,Manufacturing,USA,2921,120.91,38.48,2005,34366,3.2,27-01-2024,North America
1045,MediCorp_1045,Healthcare,India,3198,658.9,24.35,1991,23724,4.4,18-10-2024,Asia
1046,FinTrust_1046,Finance,Germany,2954,194.8,20.2,1999,82168,3.2,05-01-2026,Europe
1047,TechNova_1047,Technology,Canada,2099,707.4,25.32,2006,5186,1.4,19-02-2026,North America
1048,RetailHub_1048,Retail,USA,2052,836.55,12.72,1995,11097,4.7,06-02-2025,North America
1049,BuildWorks_1049,Manufacturing,India,2453,569.92,19.66,1992,31129,4,18-11-2025,Asia
1050,MediCorp_1050,Healthcare,Germany,3131,309.68,15.57,2001,13910,2.1,14-04-2025,Europe
1051,FinTrust_1051,Finance,Canada,1074,250.95,44.15,2015,84637,1.8,04-08-2024,North America
1052,TechNova_1052,Technology,USA,3266,204.2,30.17,1991,44698,4.8,06-04-2025,North America
1053,RetailHub_1053,Retail,India,287,519.73,12.75,2014,55531,3.3,04-06-2025,Asia
1054,BuildWorks_1054,Manufacturing,Germany,4841,448.02,14.38,1990,20844,5,13-09-2024,Europe
1055,MediCorp_1055,Healthcare,Canada,3144,784.27,28.92,2006,93074,4.6,19-06-2024,North America
1056,FinTrust_1056,Finance,USA,3697,312.56,27.97,2014,88572,3.9,17-09-2025,North America
1057,TechNova_1057,Technology,India,1096,514.33,28.96,2015,45585,0.9,09-10-2025,Asia
1058,RetailHub_1058,Retail,Germany,2259,389.26,23.07,2013,43470,2,06-01-2024,Europe
1059,BuildWorks_1059,Manufacturing,Canada,3440,602.94,11.06,1995,22985,4.9,09-05-2024,North America
1060,MediCorp_1060,Healthcare,USA,3602,817.31,11.9,1990,11136,0.2,09-03-2025,North America
1061,FinTrust_1061,Finance,India,2216,808.64,12.49,2009,3382,4.3,13-06-2025,Asia
1062,TechNova_1062,Technology,Germany,1355,899.02,28.19,2004,76612,3.6,02-02-2025,Europe
1063,RetailHub_1063,Retail,Canada,432,965.13,19.73,2013,74546,3.1,14-10-2024,North America
1064,BuildWorks_1064,Manufacturing,USA,2546,853.64,29.6,2009,53669,0.6,24-03-2025,North America
1065,MediCorp_1065,Healthcare,India,4124,903.8,14.06,2008,65778,3.6,13-06-2024,Asia
1066,FinTrust_1066,Finance,Germany,2726,186.95,39.46,2009,89660,2.4,25-07-2024,Europe
1067,TechNova_1067,Technology,Canada,4966,793.23,8.65,2005,12676,2.1,04-01-2024,North America
1068,RetailHub_1068,Retail,USA,2648,476.33,5.31,2017,86399,4.7,23-11-2025,North America
1069,BuildWorks_1069,Manufacturing,India,3223,353.32,6.82,2007,71304,2.2,12-07-2025,Asia
1070,MediCorp_1070,Healthcare,Germany,3145,505.89,11.02,2010,9051,2,31-05-2024,Europe
1071,FinTrust_1071,Finance,Canada,2601,842.29,30.16,1995,85549,4.3,17-02-2024,North America
1072,TechNova_1072,Technology,USA,659,972.59,19.98,2019,28649,1.7,25-09-2024,North America
1073,RetailHub_1073,Retail,India,3434,265.93,36.31,2016,66679,1.2,10-05-2024,Asia
1074,BuildWorks_1074,Manufacturing,Germany,402,97.31,41.72,2012,57456,2.5,25-08-2025,Europe
1075,MediCorp_1075,Healthcare,Canada,2106,273.6,42.36,1994,49932,3.4,24-01-2024,North America
1076,FinTrust_1076,Finance,USA,781,647.39,11.51,1995,52002,1.5,30-01-2026,North America
1077,TechNova_1077,Technology,India,3062,557.29,10.66,1994,3719,2.8,12-08-2024,Asia
1078,RetailHub_1078,Retail,Germany,2466,456.59,9.16,1992,56757,0.3,13-05-2024,Europe
1079,BuildWorks_1079,Manufacturing,Canada,1839,63.35,39.89,2017,8171,1.8,24-08-2024,North America
1080,MediCorp_1080,Healthcare,USA,4624,895.24,33.77,2001,97124,2,13-10-2025,North America
1081,FinTrust_1081,Finance,India,4285,873.63,23.32,1995,65870,1.7,10-12-2024,Asia
1082,TechNova_1082,Technology,Germany,4600,669.07,27.91,2005,56165,2.8,01-09-2024,Europe
1083,RetailHub_1083,Retail,Canada,4382,248.82,8.71,1990,20435,4.9,01-01-2026,North America
1084,BuildWorks_1084,Manufacturing,USA,4983,658.94,33.65,2011,21897,2.4,28-11-2025,North America
1085,MediCorp_1085,Healthcare,India,2288,355.12,30.61,1999,67263,1.5,26-06-2025,Asia
1086,FinTrust_1086,Finance,Germany,946,953.27,5.46,1992,79929,0.1,29-08-2025,Europe
1087,TechNova_1087,Technology,Canada,2917,971.88,40.13,1995,663,2.5,19-10-2025,North America
1088,RetailHub_1088,Retail,USA,4445,877.85,11.09,2015,3237,1.9,21-08-2025,North America
1089,BuildWorks_1089,Manufacturing,India,2152,445.08,14.06,2012,17732,4.7,03-11-2025,Asia
1090,MediCorp_1090,Healthcare,Germany,3412,993.24,43.66,1992,25309,1.6,30-09-2024,Europe
1091,FinTrust_1091,Finance,Canada,2099,507.48,8.14,1995,24252,1,22-05-2025,North America
1092,TechNova_1092,Technology,USA,4106,148.82,41.66,2012,16422,0.7,09-06-2025,North America
1093,RetailHub_1093,Retail,India,3044,58.84,16.36,1996,69343,0.6,24-07-2024,Asia
1094,BuildWorks_1094,Manufacturing,Germany,3857,842.76,35.88,2012,48606,0.5,16-12-2024,Europe
1095,MediCorp_1095,Healthcare,Canada,1381,235.11,40.83,2003,46652,0.4,13-12-2025,North America
1096,FinTrust_1096,Finance,USA,1879,378.66,9.57,2017,96381,0.5,25-07-2025,North America
1097,TechNova_1097,Technology,India,1847,361.65,33.71,1991,31036,3.9,07-05-2024,Asia
1098,RetailHub_1098,Retail,Germany,1411,729.55,26.89,1995,89658,3.1,20-08-2024,Europe
1099,BuildWorks_1099,Manufacturing,Canada,373,1037.43,9.94,2005,48414,3.9,13-07-2024,North America
1100,MediCorp_1100,Healthcare,USA,1016,60.08,17.44,2014,14937,1.2,18-02-2024,North America
1101,FinTrust_1101,Finance,India,2853,209.64,11.05,2007,37618,4.9,02-01-2024,Asia
1102,TechNova_1102,Technology,Germany,2977,118.74,13.49,2018,32825,3.3,07-06-2025,Europe
1103,RetailHub_1103,Retail,Canada,4743,400.94,44.74,2019,78238,1.8,23-12-2025,North America
1104,BuildWorks_1104,Manufacturing,USA,2629,398.13,20.65,2008,40935,3.3,17-07-2024,North America
1105,MediCorp_1105,Healthcare,India,4471,801.96,19.98,1998,76265,3.1,22-08-2025,Asia
1106,FinTrust_1106,Finance,Germany,2280,640.54,28.05,2017,58891,4.1,26-01-2025,Europe
1107,TechNova_1107,Technology,Canada,3182,807.91,28.33,1996,69361,2,14-12-2024,North America
1108,RetailHub_1108,Retail,USA,2474,612.21,16.01,2001,28906,4,06-03-2024,North America
1109,BuildWorks_1109,Manufacturing,India,557,311.72,12.96,2001,52847,4.3,03-05-2025,Asia
1110,MediCorp_1110,Healthcare,Germany,4348,543.84,22.98,1998,80451,3.2,24-07-2024,Europe
1111,FinTrust_1111,Finance,Canada,1185,205.69,19.84,2015,75649,3.1,23-06-2025,North America
1112,TechNova_1112,Technology,USA,2772,304.76,35.69,2015,15018,0.3,19-09-2025,North America
1113,RetailHub_1113,Retail,India,3237,682.95,32.55,1993,18993,2.8,31-07-2025,Asia
1114,BuildWorks_1114,Manufacturing,Germany,863,489,40.24,2012,33304,3.8,23-10-2025,Europe
1115,MediCorp_1115,Healthcare,Canada,4780,520.22,34.22,2011,15267,1.2,23-07-2025,North America
1116,FinTrust_1116,Finance,USA,1585,560.44,12.18,1991,9373,0.9,18-08-2025,North America
1117,TechNova_1117,Technology,India,208,296.3,12.23,1993,51682,0.1,13-10-2025,Asia
1118,RetailHub_1118,Retail,Germany,3628,379,15.95,2014,61338,3,10-03-2025,Europe
1119,BuildWorks_1119,Manufacturing,Canada,1102,1046.85,11.52,1998,65454,1.2,13-06-2024,North America
1120,MediCorp_1120,Healthcare,USA,692,333.32,24.36,1997,52205,3.1,08-03-2024,North America
1121,FinTrust_1121,Finance,India,961,875.88,33.76,2007,4520,0.7,30-07-2025,Asia
1122,TechNova_1122,Technology,Germany,3839,610.25,17.25,2002,10296,1,24-02-2026,Europe
1123,RetailHub_1123,Retail,Canada,1768,1013.02,26,2003,91243,3,24-09-2025,North America
1124,BuildWorks_1124,Manufacturing,USA,3071,856.18,30.73,2018,60004,3.3,20-05-2024,North America
1125,MediCorp_1125,Healthcare,India,3142,477.78,14.12,2005,39050,2.4,17-06-2025,Asia
1126,FinTrust_1126,Finance,Germany,3536,407.13,12.84,1991,47646,1.8,17-04-2025,Europe
1127,TechNova_1127,Technology,Canada,2963,188.31,32.15,1995,62219,0.9,10-07-2025,North America
1128,RetailHub_1128,Retail,USA,4009,595.77,44.35,2007,2754,3.4,03-08-2024,North America
1129,BuildWorks_1129,Manufacturing,India,2183,939.21,18.24,1999,29025,1.3,10-03-2024,Asia
1130,MediCorp_1130,Healthcare,Germany,705,718.87,18.71,2010,64370,2.6,06-02-2025,Europe
1131,FinTrust_1131,Finance,Canada,1223,77.78,18.61,1996,58652,0.1,20-05-2024,North America
1132,TechNova_1132,Technology,USA,1335,404.55,19.72,2007,4639,3.8,10-03-2024,North America
1133,RetailHub_1133,Retail,India,539,600.51,20.26,2001,85638,2.2,07-11-2025,Asia
1134,BuildWorks_1134,Manufacturing,Germany,3980,533.15,26.75,1993,76709,1.9,11-03-2025,Europe
1135,MediCorp_1135,Healthcare,Canada,2938,428.44,12.6,2010,77643,4.2,29-03-2024,North America
1136,FinTrust_1136,Finance,USA,4143,926.15,30.78,2003,41867,4.5,09-01-2026,North America
1137,TechNova_1137,Technology,India,1178,472.12,42.71,2012,47445,2.5,09-01-2026,Asia
1138,RetailHub_1138,Retail,Germany,325,375.77,35.4,2001,71684,2.2,03-04-2024,Europe
1139,BuildWorks_1139,Manufacturing,Canada,3932,436.65,21.78,2008,33659,3.8,28-08-2025,North America
1140,MediCorp_1140,Healthcare,USA,1426,826.09,19.19,1991,81087,1.8,07-02-2026,North America
1141,FinTrust_1141,Finance,India,2838,480.42,34.75,2016,93426,2.9,07-01-2025,Asia
1142,TechNova_1142,Technology,Germany,3028,333.06,20.08,2016,1010,0.6,21-01-2024,Europe
1143,RetailHub_1143,Retail,Canada,3818,252.43,14.36,1994,48363,2.9,24-02-2024,North America
1144,BuildWorks_1144,Manufacturing,USA,3816,693.61,21.26,1996,668,2.8,30-06-2024,North America
1145,MediCorp_1145,Healthcare,India,4788,486.42,38.05,2001,53796,0,23-10-2025,Asia
1146,FinTrust_1146,Finance,Germany,1304,112.69,31.42,1993,26016,0.8,06-04-2024,Europe
1147,TechNova_1147,Technology,Canada,2319,208.78,39.83,1990,62145,0.6,23-04-2025,North America
1148,RetailHub_1148,Retail,USA,4689,899.29,14.12,1998,24850,1.6,21-07-2025,North America
1149,BuildWorks_1149,Manufacturing,India,3225,211.42,13.47,1994,12577,4.4,28-09-2025,Asia
1150,MediCorp_1150,Healthcare,Germany,4942,88.1,6.42,1998,63004,3.3,21-04-2024,Europe
1151,FinTrust_1151,Finance,Canada,1618,188.77,29.92,2009,9616,0.2,28-09-2024,North America
1152,TechNova_1152,Technology,USA,4468,496.8,39.93,1998,9295,3.6,01-01-2025,North America
1153,RetailHub_1153,Retail,India,3143,373.38,20.05,2016,81166,1.7,20-02-2025,Asia
1154,BuildWorks_1154,Manufacturing,Germany,2588,286.22,30.83,2008,85724,0.2,20-08-2025,Europe
1155,MediCorp_1155,Healthcare,Canada,4397,57.33,36.26,2018,5934,3.6,31-01-2026,North America
1156,FinTrust_1156,Finance,USA,4390,231.12,44.97,2006,89510,4.5,17-01-2025,North America
1157,TechNova_1157,Technology,India,3242,855.46,42.86,1995,35755,4.6,03-02-2026,Asia
1158,RetailHub_1158,Retail,Germany,2601,373.4,42.64,2010,38058,4,12-01-2026,Europe
1159,BuildWorks_1159,Manufacturing,Canada,3236,182.05,36.52,2000,50173,2.4,15-07-2024,North America
1160,MediCorp_1160,Healthcare,USA,4384,518.06,13.47,1998,96667,2.3,05-06-2025,North America
1161,FinTrust_1161,Finance,India,4366,85.91,44.69,2018,19620,1,06-11-2024,Asia
1162,TechNova_1162,Technology,Germany,4326,594.78,31.46,1994,36508,2.9,11-01-2025,Europe
1163,RetailHub_1163,Retail,Canada,3406,928.34,33.01,2011,44734,3.4,07-07-2024,North America
1164,BuildWorks_1164,Manufacturing,USA,4948,469.32,34.98,2000,96054,4.9,21-01-2026,North America
1165,MediCorp_1165,Healthcare,India,2416,1011.53,22.66,2018,58785,2.7,04-06-2025,Asia
1166,FinTrust_1166,Finance,Germany,3811,169.72,12.23,2015,17995,0.8,11-09-2025,Europe
1167,TechNova_1167,Technology,Canada,4987,318.55,38.64,2010,84560,4,14-06-2024,North America
1168,RetailHub_1168,Retail,USA,993,652.7,23.71,2006,14353,4.1,06-03-2024,North America
1169,BuildWorks_1169,Manufacturing,India,1616,1023.48,40.16,2001,80428,3.9,05-02-2025,Asia
1170,MediCorp_1170,Healthcare,Germany,4452,188.29,35.7,2012,48384,1.7,23-02-2025,Europe
1171,FinTrust_1171,Finance,Canada,5064,119.2,11.62,1994,68432,3.5,10-11-2025,North America
1172,TechNova_1172,Technology,USA,3356,787.7,11.43,2010,92572,4.3,25-10-2024,North America
1173,RetailHub_1173,Retail,India,5074,211.36,37.44,2013,88351,1.1,28-03-2024,Asia
1174,BuildWorks_1174,Manufacturing,Germany,4370,819.47,11.49,2002,71510,2.6,31-12-2025,Europe
1175,MediCorp_1175,Healthcare,Canada,2936,331.56,32.33,1994,77394,0.1,17-10-2024,North America
1176,FinTrust_1176,Finance,USA,3033,369.6,42.47,1994,44755,4,15-04-2024,North America
1177,TechNova_1177,Technology,India,3909,181.08,28.33,1990,16693,4.2,08-06-2024,Asia
1178,RetailHub_1178,Retail,Germany,149,997.73,38.08,2008,85569,3.5,15-08-2024,Europe
1179,BuildWorks_1179,Manufacturing,Canada,4151,986.25,43.33,2017,22716,4.1,16-08-2025,North America
1180,MediCorp_1180,Healthcare,USA,2430,668.99,27.47,2009,77311,1.7,03-05-2024,North America
1181,FinTrust_1181,Finance,India,1391,236.95,12.77,2009,75079,2,06-07-2024,Asia
1182,TechNova_1182,Technology,Germany,1390,1028.17,11.64,1999,83682,2.9,10-06-2025,Europe
1183,RetailHub_1183,Retail,Canada,1403,1029.48,31.51,1995,78058,4.6,10-12-2025,North America
1184,BuildWorks_1184,Manufacturing,USA,591,299.32,6.58,1991,22230,3,11-07-2024,North America
1185,MediCorp_1185,Healthcare,India,4916,913.72,43.52,2011,16589,1.6,23-10-2024,Asia
1186,FinTrust_1186,Finance,Germany,4491,950.69,28.2,2006,8853,3.6,28-09-2024,Europe
1187,TechNova_1187,Technology,Canada,3808,597.06,28.64,2014,80855,4,05-09-2024,North America
1188,RetailHub_1188,Retail,USA,3542,666.66,36.2,2007,5119,3.8,10-11-2024,North America
1189,BuildWorks_1189,Manufacturing,India,2241,353.6,12.3,1994,71592,4.6,29-08-2024,Asia
1190,MediCorp_1190,Healthcare,Germany,215,295.83,12.25,1990,79718,0.2,28-01-2024,Europe
1191,FinTrust_1191,Finance,Canada,1769,822.19,8.88,2017,83577,4.5,12-02-2024,North America
1192,TechNova_1192,Technology,USA,3516,107.47,6.91,1999,53409,2.1,25-10-2024,North America
1193,RetailHub_1193,Retail,India,4404,372.92,35.44,1995,19026,1.5,06-08-2025,Asia
1194,BuildWorks_1194,Manufacturing,Germany,1933,136.16,44.41,2008,44248,0.1,12-04-2025,Europe
1195,MediCorp_1195,Healthcare,Canada,3102,311.47,30.88,2019,88029,2.5,06-05-2025,North America
1196,FinTrust_1196,Finance,USA,3953,224.29,9.81,2019,68071,2.1,01-04-2025,North America
1197,TechNova_1197,Technology,India,1054,936.09,6.91,2012,77837,4.4,06-05-2025,Asia
1198,RetailHub_1198,Retail,Germany,357,303.73,6.63,2013,79375,2.1,30-01-2026,Europe
1199,BuildWorks_1199,Manufacturing,Canada,1148,976.66,9.72,2009,61173,3.9,11-01-2024,North America
1200,MediCorp_1200,Healthcare,USA,3607,676.19,40.24,2000,59353,4.1,07-08-2025,North America
1201,FinTrust_1201,Finance,India,2597,997.92,26.72,2009,62719,3.5,14-11-2024,Asia
1202,TechNova_1202,Technology,Germany,736,607.28,6.64,2012,25949,5,16-07-2024,Europe
1203,RetailHub_1203,Retail,Canada,2732,596.68,6.47,2010,25205,3.7,08-03-2025,North America
1204,BuildWorks_1204,Manufacturing,USA,3217,97.03,44.8,2016,69055,3.8,03-11-2024,North America
1205,MediCorp_1205,Healthcare,India,2001,161.44,39.9,2008,50870,3.4,05-01-2025,Asia
1206,FinTrust_1206,Finance,Germany,4848,823.05,9.55,2014,95454,3.4,13-02-2025,Europe
1207,TechNova_1207,Technology,Canada,3364,1043.3,24.37,1998,18623,1.8,21-08-2025,North America
1208,RetailHub_1208,Retail,USA,240,452.77,24.83,2011,82136,2.2,26-02-2026,North America
1209,BuildWorks_1209,Manufacturing,India,2063,667.17,16.35,2018,34222,4.5,05-07-2024,Asia
1210,MediCorp_1210,Healthcare,Germany,2146,1031.92,19.92,2015,27816,2.6,08-08-2025,Europe
1211,FinTrust_1211,Finance,Canada,4606,870.08,31.9,1998,90304,0.4,22-09-2025,North America
1212,TechNova_1212,Technology,USA,1292,824.8,7.48,2014,41911,3.2,12-06-2024,North America
1213,RetailHub_1213,Retail,India,2319,515.64,9.84,2010,86438,1.9,30-10-2024,Asia
1214,BuildWorks_1214,Manufacturing,Germany,1829,335.9,34.59,1997,93450,4.3,15-10-2024,Europe
1215,MediCorp_1215,Healthcare,Canada,700,473.49,5.69,2014,22721,4.2,09-02-2025,North America
1216,FinTrust_1216,Finance,USA,1812,350.91,21.31,2019,56081,3.6,28-11-2025,North America
1217,TechNova_1217,Technology,India,3283,1044.01,24.38,2004,1082,2.5,03-07-2024,Asia
1218,RetailHub_1218,Retail,Germany,3720,1022.96,38.35,2013,17542,2,29-05-2025,Europe
1219,BuildWorks_1219,Manufacturing,Canada,3276,305.36,44.59,2017,74678,1.4,03-05-2025,North America
1220,MediCorp_1220,Healthcare,USA,2085,436.8,11.33,1996,73881,0.7,03-10-2025,North America
1221,FinTrust_1221,Finance,India,4200,991.99,18.89,1990,23456,4.4,28-08-2024,Asia
1222,TechNova_1222,Technology,Germany,1825,778.82,10.13,1990,38195,3.4,30-10-2025,Europe
1223,RetailHub_1223,Retail,Canada,2549,789.9,33.6,2001,95077,1,07-12-2025,North America
1224,BuildWorks_1224,Manufacturing,USA,1190,460.6,29.09,1995,7125,3.4,11-07-2025,North America
1225,MediCorp_1225,Healthcare,India,2988,643.62,12.08,1992,67794,1.3,09-06-2025,Asia
1226,FinTrust_1226,Finance,Germany,4564,1045.58,7.3,2008,79618,0.4,20-08-2025,Europe
1227,TechNova_1227,Technology,Canada,3971,394.55,21.88,2012,56248,2.3,03-02-2025,North America
1228,RetailHub_1228,Retail,USA,4703,830.21,8.02,2005,92897,4.8,11-01-2025,North America
1229,BuildWorks_1229,Manufacturing,India,499,434.82,25.78,2003,83916,1.8,11-07-2025,Asia
1230,MediCorp_1230,Healthcare,Germany,682,565.38,37.65,2008,9385,2.6,05-06-2024,Europe
1231,FinTrust_1231,Finance,Canada,2077,442.23,11.71,1993,76696,2.9,10-11-2024,North America
1232,TechNova_1232,Technology,USA,4201,755.95,25.3,1994,31552,5,11-12-2024,North America
1233,RetailHub_1233,Retail,India,2999,546.62,43.25,2001,55174,2.9,13-03-2025,Asia
1234,BuildWorks_1234,Manufacturing,Germany,225,172.49,7.82,2018,29813,2.5,23-08-2025,Europe
1235,MediCorp_1235,Healthcare,Canada,2883,671.78,5.96,1997,72365,4.2,05-02-2026,North America
1236,FinTrust_1236,Finance,USA,3202,172.51,6.54,1995,86915,1.9,25-09-2024,North America
1237,TechNova_1237,Technology,India,286,396.02,36.34,1990,86542,3.8,13-04-2025,Asia
1238,RetailHub_1238,Retail,Germany,2587,1034.95,35.34,1998,34356,3.3,18-05-2024,Europe
1239,BuildWorks_1239,Manufacturing,Canada,533,379.75,41.96,2007,58830,2,29-06-2025,North America
1240,MediCorp_1240,Healthcare,USA,2749,690.94,24.51,1997,41138,0.6,08-08-2024,North America
1241,FinTrust_1241,Finance,India,2684,690,24.11,2013,8905,0.6,12-01-2025,Asia
1242,TechNova_1242,Technology,Germany,1328,257.63,31.01,1991,38160,3.9,23-07-2024,Europe
1243,RetailHub_1243,Retail,Canada,3476,767.07,31.7,1993,89640,2.7,04-10-2024,North America
1244,BuildWorks_1244,Manufacturing,USA,4844,861.04,25.32,2013,40470,1.8,12-04-2024,North America
1245,MediCorp_1245,Healthcare,India,4368,614.93,22.31,1996,20578,4.2,18-02-2026,Asia
1246,FinTrust_1246,Finance,Germany,3436,878.16,26.24,2018,28931,0.7,06-10-2024,Europe
1247,TechNova_1247,Technology,Canada,2490,609.85,18.45,1995,41534,1.8,21-05-2025,North America
1248,RetailHub_1248,Retail,USA,4805,62.57,22.04,2000,59973,2.3,31-01-2025,North America
1249,BuildWorks_1249,Manufacturing,India,2731,722.99,8.82,2019,22959,0.4,05-05-2024,Asia
1250,MediCorp_1250,Healthcare,Germany,2893,253.28,21.93,2015,59903,1.3,25-02-2024,Europe
1251,FinTrust_1251,Finance,Canada,1560,671.45,44.43,1993,86290,4.7,23-04-2024,North America
1252,TechNova_1252,Technology,USA,2782,165.72,43.15,2010,20252,1.5,14-06-2024,North America
1253,RetailHub_1253,Retail,India,4210,235.62,38.34,1990,1269,4.6,10-09-2025,Asia
1254,BuildWorks_1254,Manufacturing,Germany,2178,916.65,25.61,1990,97352,3.5,24-09-2025,Europe
1255,MediCorp_1255,Healthcare,Canada,4016,1007.92,41.8,2005,33105,1.2,20-12-2025,North America
1256,FinTrust_1256,Finance,USA,1851,681.55,7.26,1994,38948,1.9,16-07-2024,North America
1257,TechNova_1257,Technology,India,3422,264.23,27.54,2010,94079,2.5,03-01-2026,Asia
1258,RetailHub_1258,Retail,Germany,2244,243.86,36.21,1996,33828,3.1,01-05-2025,Europe
1259,BuildWorks_1259,Manufacturing,Canada,2926,577.68,16.15,1990,81318,2,28-10-2024,North America
1260,MediCorp_1260,Healthcare,USA,2786,60.12,12.98,2001,96542,3.5,20-07-2025,North America
1261,FinTrust_1261,Finance,India,3296,1030.77,35.54,2007,42758,0.8,14-12-2025,Asia
1262,TechNova_1262,Technology,Germany,2769,380.06,30.88,2015,50626,3.9,01-09-2025,Europe
1263,RetailHub_1263,Retail,Canada,211,287.67,27.06,1990,74707,3.9,23-05-2025,North America
1264,BuildWorks_1264,Manufacturing,USA,3854,601.62,21.89,1995,51312,4.8,17-02-2025,North America
1265,MediCorp_1265,Healthcare,India,2514,505.2,44.98,2011,35414,3,05-04-2025,Asia
1266,FinTrust_1266,Finance,Germany,4731,544.26,5.45,2009,84102,0.9,19-09-2025,Europe
1267,TechNova_1267,Technology,Canada,709,595.89,14.37,1996,79305,2.7,24-03-2024,North America
1268,RetailHub_1268,Retail,USA,1523,822.77,5.25,2019,80445,3.3,18-02-2026,North America
